,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
8750,1/04/2000,Flinders Ranges and Outback,South Australia,Visiting,20.7691228,-31.3736,138.6628
8751,1/07/2000,Flinders Ranges and Outback,South Australia,Visiting,32.5795903,-31.3736,138.6628
8752,1/10/2000,Flinders Ranges and Outback,South Australia,Visiting,24.6230089,-31.3736,138.6628
8753,1/01/2001,Flinders Ranges and Outback,South Australia,Visiting,18.2262902,-31.3736,138.6628
8754,1/04/2001,Flinders Ranges and Outback,South Australia,Visiting,28.696988,-31.3736,138.6628
8755,1/07/2001,Flinders Ranges and Outback,South Australia,Visiting,26.5530059,-31.3736,138.6628
8756,1/10/2001,Flinders Ranges and Outback,South Australia,Visiting,26.2683902,-31.3736,138.6628
8757,1/01/2002,Flinders Ranges and Outback,South Australia,Visiting,32.8780254,-31.3736,138.6628
8758,1/04/2002,Flinders Ranges and Outback,South Australia,Visiting,17.30876,-31.3736,138.6628
8759,1/07/2002,Flinders Ranges and Outback,South Australia,Visiting,21.2971974,-31.3736,138.6628
8760,1/10/2002,Flinders Ranges and Outback,South Australia,Visiting,22.8066532,-31.3736,138.6628
8761,1/01/2003,Flinders Ranges and Outback,South Australia,Visiting,30.6295596,-31.3736,138.6628
8762,1/04/2003,Flinders Ranges and Outback,South Australia,Visiting,19.6353909,-31.3736,138.6628
8763,1/07/2003,Flinders Ranges and Outback,South Australia,Visiting,26.7191375,-31.3736,138.6628
8764,1/10/2003,Flinders Ranges and Outback,South Australia,Visiting,42.6573335,-31.3736,138.6628
8765,1/01/2004,Flinders Ranges and Outback,South Australia,Visiting,62.6637192,-31.3736,138.6628
8766,1/04/2004,Flinders Ranges and Outback,South Australia,Visiting,29.784406,-31.3736,138.6628
8767,1/07/2004,Flinders Ranges and Outback,South Australia,Visiting,23.1168439,-31.3736,138.6628
8768,1/10/2004,Flinders Ranges and Outback,South Australia,Visiting,29.1091003,-31.3736,138.6628
8769,1/01/2005,Flinders Ranges and Outback,South Australia,Visiting,20.7410025,-31.3736,138.6628
8770,1/04/2005,Flinders Ranges and Outback,South Australia,Visiting,34.2961714,-31.3736,138.6628
8771,1/07/2005,Flinders Ranges and Outback,South Australia,Visiting,20.0028646,-31.3736,138.6628
8772,1/10/2005,Flinders Ranges and Outback,South Australia,Visiting,25.1804474,-31.3736,138.6628
8773,1/01/2006,Flinders Ranges and Outback,South Australia,Visiting,30.969945,-31.3736,138.6628
8774,1/04/2006,Flinders Ranges and Outback,South Australia,Visiting,42.209709,-31.3736,138.6628
8775,1/07/2006,Flinders Ranges and Outback,South Australia,Visiting,33.230807,-31.3736,138.6628
8776,1/10/2006,Flinders Ranges and Outback,South Australia,Visiting,29.355033,-31.3736,138.6628
8777,1/01/2007,Flinders Ranges and Outback,South Australia,Visiting,16.1625468,-31.3736,138.6628
8778,1/04/2007,Flinders Ranges and Outback,South Australia,Visiting,36.7824783,-31.3736,138.6628
8779,1/07/2007,Flinders Ranges and Outback,South Australia,Visiting,34.3909345,-31.3736,138.6628
8780,1/10/2007,Flinders Ranges and Outback,South Australia,Visiting,36.1167974,-31.3736,138.6628
8781,1/01/2008,Flinders Ranges and Outback,South Australia,Visiting,26.6019368,-31.3736,138.6628
8782,1/04/2008,Flinders Ranges and Outback,South Australia,Visiting,28.9949733,-31.3736,138.6628
8783,1/07/2008,Flinders Ranges and Outback,South Australia,Visiting,21.755281,-31.3736,138.6628
8784,1/10/2008,Flinders Ranges and Outback,South Australia,Visiting,58.537471,-31.3736,138.6628
8785,1/01/2009,Flinders Ranges and Outback,South Australia,Visiting,22.4599999,-31.3736,138.6628
8786,1/04/2009,Flinders Ranges and Outback,South Australia,Visiting,27.16851,-31.3736,138.6628
8787,1/07/2009,Flinders Ranges and Outback,South Australia,Visiting,33.6553788,-31.3736,138.6628
8788,1/10/2009,Flinders Ranges and Outback,South Australia,Visiting,16.4857199,-31.3736,138.6628
8789,1/01/2010,Flinders Ranges and Outback,South Australia,Visiting,30.8928578,-31.3736,138.6628
8790,1/04/2010,Flinders Ranges and Outback,South Australia,Visiting,22.1494744,-31.3736,138.6628
8791,1/07/2010,Flinders Ranges and Outback,South Australia,Visiting,20.7309052,-31.3736,138.6628
8792,1/10/2010,Flinders Ranges and Outback,South Australia,Visiting,32.820722,-31.3736,138.6628
8793,1/01/2011,Flinders Ranges and Outback,South Australia,Visiting,25.0927676,-31.3736,138.6628
8794,1/04/2011,Flinders Ranges and Outback,South Australia,Visiting,32.4594347,-31.3736,138.6628
8795,1/07/2011,Flinders Ranges and Outback,South Australia,Visiting,15.9323023,-31.3736,138.6628
8796,1/10/2011,Flinders Ranges and Outback,South Australia,Visiting,31.7622728,-31.3736,138.6628
8797,1/01/2012,Flinders Ranges and Outback,South Australia,Visiting,30.9980532,-31.3736,138.6628
8798,1/04/2012,Flinders Ranges and Outback,South Australia,Visiting,33.7128578,-31.3736,138.6628
8799,1/07/2012,Flinders Ranges and Outback,South Australia,Visiting,12.6204096,-31.3736,138.6628
8800,1/10/2012,Flinders Ranges and Outback,South Australia,Visiting,21.2666695,-31.3736,138.6628
8801,1/01/2013,Flinders Ranges and Outback,South Australia,Visiting,10.2963102,-31.3736,138.6628
8802,1/04/2013,Flinders Ranges and Outback,South Australia,Visiting,29.664236,-31.3736,138.6628
8803,1/07/2013,Flinders Ranges and Outback,South Australia,Visiting,25.1109782,-31.3736,138.6628
8804,1/10/2013,Flinders Ranges and Outback,South Australia,Visiting,15.5466505,-31.3736,138.6628
8805,1/01/2014,Flinders Ranges and Outback,South Australia,Visiting,19.0491267,-31.3736,138.6628
8806,1/04/2014,Flinders Ranges and Outback,South Australia,Visiting,20.5469736,-31.3736,138.6628
8807,1/07/2014,Flinders Ranges and Outback,South Australia,Visiting,14.1463435,-31.3736,138.6628
8808,1/10/2014,Flinders Ranges and Outback,South Australia,Visiting,26.5028043,-31.3736,138.6628
8809,1/01/2015,Flinders Ranges and Outback,South Australia,Visiting,25.7992267,-31.3736,138.6628
8810,1/04/2015,Flinders Ranges and Outback,South Australia,Visiting,24.8395962,-31.3736,138.6628
8811,1/07/2015,Flinders Ranges and Outback,South Australia,Visiting,16.5154245,-31.3736,138.6628
8812,1/10/2015,Flinders Ranges and Outback,South Australia,Visiting,45.3600709,-31.3736,138.6628
8813,1/01/2016,Flinders Ranges and Outback,South Australia,Visiting,37.2938591,-31.3736,138.6628
8814,1/04/2016,Flinders Ranges and Outback,South Australia,Visiting,42.8899199,-31.3736,138.6628
8815,1/07/2016,Flinders Ranges and Outback,South Australia,Visiting,19.0797689,-31.3736,138.6628
8816,1/10/2016,Flinders Ranges and Outback,South Australia,Visiting,38.8933732,-31.3736,138.6628
8817,1/01/1998,Fraser Coast,Queensland,Business,32.840038,-25.4885,152.7324
8818,1/04/1998,Fraser Coast,Queensland,Business,21.6384383,-25.4885,152.7324
8819,1/07/1998,Fraser Coast,Queensland,Business,28.0484658,-25.4885,152.7324
8820,1/10/1998,Fraser Coast,Queensland,Business,12.1533985,-25.4885,152.7324
8821,1/01/1999,Fraser Coast,Queensland,Business,7.4723182,-25.4885,152.7324
8822,1/04/1999,Fraser Coast,Queensland,Business,3.4893231,-25.4885,152.7324
8823,1/07/1999,Fraser Coast,Queensland,Business,34.9418532,-25.4885,152.7324
8824,1/10/1999,Fraser Coast,Queensland,Business,16.5742498,-25.4885,152.7324
8825,1/01/2000,Fraser Coast,Queensland,Business,8.7062008,-25.4885,152.7324
8826,1/04/2000,Fraser Coast,Queensland,Business,12.5444718,-25.4885,152.7324
8827,1/07/2000,Fraser Coast,Queensland,Business,30.7622826,-25.4885,152.7324
8828,1/10/2000,Fraser Coast,Queensland,Business,8.8442835,-25.4885,152.7324
8829,1/01/2001,Fraser Coast,Queensland,Business,4.0181347,-25.4885,152.7324
8830,1/04/2001,Fraser Coast,Queensland,Business,10.8327839,-25.4885,152.7324
8831,1/07/2001,Fraser Coast,Queensland,Business,34.0961039,-25.4885,152.7324
8832,1/10/2001,Fraser Coast,Queensland,Business,14.0433523,-25.4885,152.7324
8833,1/01/2002,Fraser Coast,Queensland,Business,22.6457022,-25.4885,152.7324
8834,1/04/2002,Fraser Coast,Queensland,Business,27.6463246,-25.4885,152.7324
8835,1/07/2002,Fraser Coast,Queensland,Business,55.3386154,-25.4885,152.7324
8836,1/10/2002,Fraser Coast,Queensland,Business,4.7140214,-25.4885,152.7324
8837,1/01/2003,Fraser Coast,Queensland,Business,9.820297,-25.4885,152.7324
8838,1/04/2003,Fraser Coast,Queensland,Business,8.4723712,-25.4885,152.7324
8839,1/07/2003,Fraser Coast,Queensland,Business,5.0336926,-25.4885,152.7324
8840,1/10/2003,Fraser Coast,Queensland,Business,5.969354,-25.4885,152.7324
8841,1/01/2004,Fraser Coast,Queensland,Business,6.8777816,-25.4885,152.7324
8842,1/04/2004,Fraser Coast,Queensland,Business,23.1006411,-25.4885,152.7324
8843,1/07/2004,Fraser Coast,Queensland,Business,31.3223458,-25.4885,152.7324
8844,1/10/2004,Fraser Coast,Queensland,Business,7.1963762,-25.4885,152.7324
8845,1/01/2005,Fraser Coast,Queensland,Business,20.7405654,-25.4885,152.7324
8846,1/04/2005,Fraser Coast,Queensland,Business,9.6953829,-25.4885,152.7324
8847,1/07/2005,Fraser Coast,Queensland,Business,19.7566031,-25.4885,152.7324
8848,1/10/2005,Fraser Coast,Queensland,Business,18.3075468,-25.4885,152.7324
8849,1/01/2006,Fraser Coast,Queensland,Business,23.227101,-25.4885,152.7324
8850,1/04/2006,Fraser Coast,Queensland,Business,13.575363,-25.4885,152.7324
8851,1/07/2006,Fraser Coast,Queensland,Business,16.610811,-25.4885,152.7324
8852,1/10/2006,Fraser Coast,Queensland,Business,26.402375,-25.4885,152.7324
8853,1/01/2007,Fraser Coast,Queensland,Business,14.9424601,-25.4885,152.7324
8854,1/04/2007,Fraser Coast,Queensland,Business,9.5139333,-25.4885,152.7324
8855,1/07/2007,Fraser Coast,Queensland,Business,11.0522003,-25.4885,152.7324
8856,1/10/2007,Fraser Coast,Queensland,Business,10.5819841,-25.4885,152.7324
8857,1/01/2008,Fraser Coast,Queensland,Business,19.0962659,-25.4885,152.7324
8858,1/04/2008,Fraser Coast,Queensland,Business,12.8209957,-25.4885,152.7324
8859,1/07/2008,Fraser Coast,Queensland,Business,27.9733691,-25.4885,152.7324
8860,1/10/2008,Fraser Coast,Queensland,Business,44.3036887,-25.4885,152.7324
8861,1/01/2009,Fraser Coast,Queensland,Business,7.9497735,-25.4885,152.7324
8862,1/04/2009,Fraser Coast,Queensland,Business,8.5323251,-25.4885,152.7324
8863,1/07/2009,Fraser Coast,Queensland,Business,23.0951784,-25.4885,152.7324
8864,1/10/2009,Fraser Coast,Queensland,Business,23.8745532,-25.4885,152.7324
8865,1/01/2010,Fraser Coast,Queensland,Business,37.8048881,-25.4885,152.7324
8866,1/04/2010,Fraser Coast,Queensland,Business,0,-25.4885,152.7324
8867,1/07/2010,Fraser Coast,Queensland,Business,10.9861369,-25.4885,152.7324
8868,1/10/2010,Fraser Coast,Queensland,Business,9.4168745,-25.4885,152.7324
8869,1/01/2011,Fraser Coast,Queensland,Business,22.9155302,-25.4885,152.7324
8870,1/04/2011,Fraser Coast,Queensland,Business,7.5894346,-25.4885,152.7324
8871,1/07/2011,Fraser Coast,Queensland,Business,32.2975143,-25.4885,152.7324
8872,1/10/2011,Fraser Coast,Queensland,Business,2.5857962,-25.4885,152.7324
8873,1/01/2012,Fraser Coast,Queensland,Business,29.2051281,-25.4885,152.7324
8874,1/04/2012,Fraser Coast,Queensland,Business,19.531359,-25.4885,152.7324
8875,1/07/2012,Fraser Coast,Queensland,Business,6.1003597,-25.4885,152.7324
8876,1/10/2012,Fraser Coast,Queensland,Business,13.4597735,-25.4885,152.7324
8877,1/01/2013,Fraser Coast,Queensland,Business,16.3743504,-25.4885,152.7324
8878,1/04/2013,Fraser Coast,Queensland,Business,16.3284077,-25.4885,152.7324
8879,1/07/2013,Fraser Coast,Queensland,Business,15.1922449,-25.4885,152.7324
8880,1/10/2013,Fraser Coast,Queensland,Business,5.943042,-25.4885,152.7324
8881,1/01/2014,Fraser Coast,Queensland,Business,18.8541628,-25.4885,152.7324
8882,1/04/2014,Fraser Coast,Queensland,Business,8.330653,-25.4885,152.7324
8883,1/07/2014,Fraser Coast,Queensland,Business,10.4196845,-25.4885,152.7324
8884,1/10/2014,Fraser Coast,Queensland,Business,8.5638418,-25.4885,152.7324
8885,1/01/2015,Fraser Coast,Queensland,Business,24.4356755,-25.4885,152.7324
8886,1/04/2015,Fraser Coast,Queensland,Business,21.6134825,-25.4885,152.7324
8887,1/07/2015,Fraser Coast,Queensland,Business,17.0189289,-25.4885,152.7324
8888,1/10/2015,Fraser Coast,Queensland,Business,12.9650071,-25.4885,152.7324
8889,1/01/2016,Fraser Coast,Queensland,Business,6.6935583,-25.4885,152.7324
8890,1/04/2016,Fraser Coast,Queensland,Business,12.7155601,-25.4885,152.7324
8891,1/07/2016,Fraser Coast,Queensland,Business,10.2456103,-25.4885,152.7324
8892,1/10/2016,Fraser Coast,Queensland,Business,29.4610678,-25.4885,152.7324
8893,1/01/1998,Fraser Coast,Queensland,Holiday,69.9934232,-25.4885,152.7324
8894,1/04/1998,Fraser Coast,Queensland,Holiday,83.2235085,-25.4885,152.7324
8895,1/07/1998,Fraser Coast,Queensland,Holiday,100.7862701,-25.4885,152.7324
8896,1/10/1998,Fraser Coast,Queensland,Holiday,72.2299058,-25.4885,152.7324
8897,1/01/1999,Fraser Coast,Queensland,Holiday,115.4583923,-25.4885,152.7324
8898,1/04/1999,Fraser Coast,Queensland,Holiday,72.3084921,-25.4885,152.7324
8899,1/07/1999,Fraser Coast,Queensland,Holiday,93.3848114,-25.4885,152.7324
8900,1/10/1999,Fraser Coast,Queensland,Holiday,40.3727613,-25.4885,152.7324
8901,1/01/2000,Fraser Coast,Queensland,Holiday,84.126538,-25.4885,152.7324
8902,1/04/2000,Fraser Coast,Queensland,Holiday,52.2189673,-25.4885,152.7324
8903,1/07/2000,Fraser Coast,Queensland,Holiday,98.7378313,-25.4885,152.7324
8904,1/10/2000,Fraser Coast,Queensland,Holiday,120.1937483,-25.4885,152.7324
8905,1/01/2001,Fraser Coast,Queensland,Holiday,45.0229473,-25.4885,152.7324
8906,1/04/2001,Fraser Coast,Queensland,Holiday,80.4937392,-25.4885,152.7324
8907,1/07/2001,Fraser Coast,Queensland,Holiday,83.7771263,-25.4885,152.7324
8908,1/10/2001,Fraser Coast,Queensland,Holiday,73.7694381,-25.4885,152.7324
8909,1/01/2002,Fraser Coast,Queensland,Holiday,82.2767227,-25.4885,152.7324
8910,1/04/2002,Fraser Coast,Queensland,Holiday,36.7959753,-25.4885,152.7324
8911,1/07/2002,Fraser Coast,Queensland,Holiday,99.3464396,-25.4885,152.7324
8912,1/10/2002,Fraser Coast,Queensland,Holiday,81.6729075,-25.4885,152.7324
8913,1/01/2003,Fraser Coast,Queensland,Holiday,75.8672498,-25.4885,152.7324
8914,1/04/2003,Fraser Coast,Queensland,Holiday,91.7019513,-25.4885,152.7324
8915,1/07/2003,Fraser Coast,Queensland,Holiday,129.6236883,-25.4885,152.7324
8916,1/10/2003,Fraser Coast,Queensland,Holiday,104.5361876,-25.4885,152.7324
8917,1/01/2004,Fraser Coast,Queensland,Holiday,86.5091249,-25.4885,152.7324
8918,1/04/2004,Fraser Coast,Queensland,Holiday,50.5904351,-25.4885,152.7324
8919,1/07/2004,Fraser Coast,Queensland,Holiday,107.3638324,-25.4885,152.7324
8920,1/10/2004,Fraser Coast,Queensland,Holiday,77.4965487,-25.4885,152.7324
8921,1/01/2005,Fraser Coast,Queensland,Holiday,75.6323938,-25.4885,152.7324
8922,1/04/2005,Fraser Coast,Queensland,Holiday,56.0218841,-25.4885,152.7324
8923,1/07/2005,Fraser Coast,Queensland,Holiday,109.8264622,-25.4885,152.7324
8924,1/10/2005,Fraser Coast,Queensland,Holiday,73.2649173,-25.4885,152.7324
8925,1/01/2006,Fraser Coast,Queensland,Holiday,80.265896,-25.4885,152.7324
8926,1/04/2006,Fraser Coast,Queensland,Holiday,63.17885,-25.4885,152.7324
8927,1/07/2006,Fraser Coast,Queensland,Holiday,109.946165,-25.4885,152.7324
8928,1/10/2006,Fraser Coast,Queensland,Holiday,83.867757,-25.4885,152.7324
8929,1/01/2007,Fraser Coast,Queensland,Holiday,78.2541729,-25.4885,152.7324
8930,1/04/2007,Fraser Coast,Queensland,Holiday,84.7859542,-25.4885,152.7324
8931,1/07/2007,Fraser Coast,Queensland,Holiday,96.8937561,-25.4885,152.7324
8932,1/10/2007,Fraser Coast,Queensland,Holiday,61.449122,-25.4885,152.7324
8933,1/01/2008,Fraser Coast,Queensland,Holiday,63.6431231,-25.4885,152.7324
8934,1/04/2008,Fraser Coast,Queensland,Holiday,38.2523183,-25.4885,152.7324
8935,1/07/2008,Fraser Coast,Queensland,Holiday,106.7612854,-25.4885,152.7324
8936,1/10/2008,Fraser Coast,Queensland,Holiday,77.0368133,-25.4885,152.7324
8937,1/01/2009,Fraser Coast,Queensland,Holiday,96.1048363,-25.4885,152.7324
8938,1/04/2009,Fraser Coast,Queensland,Holiday,73.2732895,-25.4885,152.7324
8939,1/07/2009,Fraser Coast,Queensland,Holiday,90.5263081,-25.4885,152.7324
8940,1/10/2009,Fraser Coast,Queensland,Holiday,69.4961362,-25.4885,152.7324
8941,1/01/2010,Fraser Coast,Queensland,Holiday,53.6729275,-25.4885,152.7324
8942,1/04/2010,Fraser Coast,Queensland,Holiday,91.904306,-25.4885,152.7324
8943,1/07/2010,Fraser Coast,Queensland,Holiday,83.4304839,-25.4885,152.7324
8944,1/10/2010,Fraser Coast,Queensland,Holiday,60.2070647,-25.4885,152.7324
8945,1/01/2011,Fraser Coast,Queensland,Holiday,43.8722494,-25.4885,152.7324
8946,1/04/2011,Fraser Coast,Queensland,Holiday,63.2002468,-25.4885,152.7324
8947,1/07/2011,Fraser Coast,Queensland,Holiday,130.8257554,-25.4885,152.7324
8948,1/10/2011,Fraser Coast,Queensland,Holiday,76.9610611,-25.4885,152.7324
8949,1/01/2012,Fraser Coast,Queensland,Holiday,82.985433,-25.4885,152.7324
8950,1/04/2012,Fraser Coast,Queensland,Holiday,79.1645282,-25.4885,152.7324
8951,1/07/2012,Fraser Coast,Queensland,Holiday,97.4551983,-25.4885,152.7324
8952,1/10/2012,Fraser Coast,Queensland,Holiday,83.4071886,-25.4885,152.7324
8953,1/01/2013,Fraser Coast,Queensland,Holiday,26.3039717,-25.4885,152.7324
8954,1/04/2013,Fraser Coast,Queensland,Holiday,59.7191461,-25.4885,152.7324
8955,1/07/2013,Fraser Coast,Queensland,Holiday,72.1085591,-25.4885,152.7324
8956,1/10/2013,Fraser Coast,Queensland,Holiday,75.1954277,-25.4885,152.7324
8957,1/01/2014,Fraser Coast,Queensland,Holiday,70.1639683,-25.4885,152.7324
8958,1/04/2014,Fraser Coast,Queensland,Holiday,52.6709005,-25.4885,152.7324
8959,1/07/2014,Fraser Coast,Queensland,Holiday,85.1489001,-25.4885,152.7324
8960,1/10/2014,Fraser Coast,Queensland,Holiday,92.317188,-25.4885,152.7324
8961,1/01/2015,Fraser Coast,Queensland,Holiday,42.8679474,-25.4885,152.7324
8962,1/04/2015,Fraser Coast,Queensland,Holiday,56.623661,-25.4885,152.7324
8963,1/07/2015,Fraser Coast,Queensland,Holiday,97.0840699,-25.4885,152.7324
8964,1/10/2015,Fraser Coast,Queensland,Holiday,39.5471203,-25.4885,152.7324
8965,1/01/2016,Fraser Coast,Queensland,Holiday,83.117124,-25.4885,152.7324
8966,1/04/2016,Fraser Coast,Queensland,Holiday,80.9671601,-25.4885,152.7324
8967,1/07/2016,Fraser Coast,Queensland,Holiday,97.9441328,-25.4885,152.7324
8968,1/10/2016,Fraser Coast,Queensland,Holiday,43.9807131,-25.4885,152.7324
8969,1/01/1998,Fraser Coast,Queensland,Other,0.861641,-25.4885,152.7324
8970,1/04/1998,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8971,1/07/1998,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8972,1/10/1998,Fraser Coast,Queensland,Other,4.3674158,-25.4885,152.7324
8973,1/01/1999,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8974,1/04/1999,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8975,1/07/1999,Fraser Coast,Queensland,Other,5.4115813,-25.4885,152.7324
8976,1/10/1999,Fraser Coast,Queensland,Other,3.0265873,-25.4885,152.7324
8977,1/01/2000,Fraser Coast,Queensland,Other,4.1792405,-25.4885,152.7324
8978,1/04/2000,Fraser Coast,Queensland,Other,5.0580163,-25.4885,152.7324
8979,1/07/2000,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8980,1/10/2000,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8981,1/01/2001,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8982,1/04/2001,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8983,1/07/2001,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8984,1/10/2001,Fraser Coast,Queensland,Other,4.5707365,-25.4885,152.7324
8985,1/01/2002,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8986,1/04/2002,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8987,1/07/2002,Fraser Coast,Queensland,Other,13.6968926,-25.4885,152.7324
8988,1/10/2002,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8989,1/01/2003,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8990,1/04/2003,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8991,1/07/2003,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8992,1/10/2003,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8993,1/01/2004,Fraser Coast,Queensland,Other,2.7694416,-25.4885,152.7324
8994,1/04/2004,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8995,1/07/2004,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8996,1/10/2004,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8997,1/01/2005,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
8998,1/04/2005,Fraser Coast,Queensland,Other,7.5567795,-25.4885,152.7324
8999,1/07/2005,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9000,1/10/2005,Fraser Coast,Queensland,Other,3.010921,-25.4885,152.7324
9001,1/01/2006,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9002,1/04/2006,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9003,1/07/2006,Fraser Coast,Queensland,Other,2.506824,-25.4885,152.7324
9004,1/10/2006,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9005,1/01/2007,Fraser Coast,Queensland,Other,7.7239253,-25.4885,152.7324
9006,1/04/2007,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9007,1/07/2007,Fraser Coast,Queensland,Other,0.8942816,-25.4885,152.7324
9008,1/10/2007,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9009,1/01/2008,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9010,1/04/2008,Fraser Coast,Queensland,Other,4.102554,-25.4885,152.7324
9011,1/07/2008,Fraser Coast,Queensland,Other,0.6707844,-25.4885,152.7324
9012,1/10/2008,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9013,1/01/2009,Fraser Coast,Queensland,Other,3.0962411,-25.4885,152.7324
9014,1/04/2009,Fraser Coast,Queensland,Other,6.8335428,-25.4885,152.7324
9015,1/07/2009,Fraser Coast,Queensland,Other,3.7993429,-25.4885,152.7324
9016,1/10/2009,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9017,1/01/2010,Fraser Coast,Queensland,Other,0.8901981,-25.4885,152.7324
9018,1/04/2010,Fraser Coast,Queensland,Other,7.7188951,-25.4885,152.7324
9019,1/07/2010,Fraser Coast,Queensland,Other,11.5832141,-25.4885,152.7324
9020,1/10/2010,Fraser Coast,Queensland,Other,2.6384819,-25.4885,152.7324
9021,1/01/2011,Fraser Coast,Queensland,Other,13.6062094,-25.4885,152.7324
9022,1/04/2011,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9023,1/07/2011,Fraser Coast,Queensland,Other,2.9880009,-25.4885,152.7324
9024,1/10/2011,Fraser Coast,Queensland,Other,9.8373232,-25.4885,152.7324
9025,1/01/2012,Fraser Coast,Queensland,Other,2.7165552,-25.4885,152.7324
9026,1/04/2012,Fraser Coast,Queensland,Other,2.2589762,-25.4885,152.7324
9027,1/07/2012,Fraser Coast,Queensland,Other,12.3399993,-25.4885,152.7324
9028,1/10/2012,Fraser Coast,Queensland,Other,1.0944273,-25.4885,152.7324
9029,1/01/2013,Fraser Coast,Queensland,Other,4.235305,-25.4885,152.7324
9030,1/04/2013,Fraser Coast,Queensland,Other,0.9503357,-25.4885,152.7324
9031,1/07/2013,Fraser Coast,Queensland,Other,12.9229227,-25.4885,152.7324
9032,1/10/2013,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9033,1/01/2014,Fraser Coast,Queensland,Other,4.9955823,-25.4885,152.7324
9034,1/04/2014,Fraser Coast,Queensland,Other,3.7028401,-25.4885,152.7324
9035,1/07/2014,Fraser Coast,Queensland,Other,8.7555305,-25.4885,152.7324
9036,1/10/2014,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9037,1/01/2015,Fraser Coast,Queensland,Other,5.6594813,-25.4885,152.7324
9038,1/04/2015,Fraser Coast,Queensland,Other,5.8925108,-25.4885,152.7324
9039,1/07/2015,Fraser Coast,Queensland,Other,4.9098469,-25.4885,152.7324
9040,1/10/2015,Fraser Coast,Queensland,Other,13.5541254,-25.4885,152.7324
9041,1/01/2016,Fraser Coast,Queensland,Other,3.7681752,-25.4885,152.7324
9042,1/04/2016,Fraser Coast,Queensland,Other,2.7580579,-25.4885,152.7324
9043,1/07/2016,Fraser Coast,Queensland,Other,1.3871812,-25.4885,152.7324
9044,1/10/2016,Fraser Coast,Queensland,Other,0,-25.4885,152.7324
9045,1/01/1998,Fraser Coast,Queensland,Visiting,70.2659661,-25.4885,152.7324
9046,1/04/1998,Fraser Coast,Queensland,Visiting,24.8769398,-25.4885,152.7324
9047,1/07/1998,Fraser Coast,Queensland,Visiting,53.6639747,-25.4885,152.7324
9048,1/10/1998,Fraser Coast,Queensland,Visiting,47.1542061,-25.4885,152.7324
9049,1/01/1999,Fraser Coast,Queensland,Visiting,37.7045871,-25.4885,152.7324
9050,1/04/1999,Fraser Coast,Queensland,Visiting,43.5188781,-25.4885,152.7324
9051,1/07/1999,Fraser Coast,Queensland,Visiting,36.1861361,-25.4885,152.7324
9052,1/10/1999,Fraser Coast,Queensland,Visiting,36.6692201,-25.4885,152.7324
9053,1/01/2000,Fraser Coast,Queensland,Visiting,34.0150526,-25.4885,152.7324
9054,1/04/2000,Fraser Coast,Queensland,Visiting,31.7495095,-25.4885,152.7324
9055,1/07/2000,Fraser Coast,Queensland,Visiting,26.1552941,-25.4885,152.7324
9056,1/10/2000,Fraser Coast,Queensland,Visiting,69.946339,-25.4885,152.7324
9057,1/01/2001,Fraser Coast,Queensland,Visiting,34.5218972,-25.4885,152.7324
9058,1/04/2001,Fraser Coast,Queensland,Visiting,39.9090287,-25.4885,152.7324
9059,1/07/2001,Fraser Coast,Queensland,Visiting,41.853171,-25.4885,152.7324
9060,1/10/2001,Fraser Coast,Queensland,Visiting,37.1070369,-25.4885,152.7324
9061,1/01/2002,Fraser Coast,Queensland,Visiting,43.0525636,-25.4885,152.7324
9062,1/04/2002,Fraser Coast,Queensland,Visiting,29.6868901,-25.4885,152.7324
